ID,Age,Gender,Experience_years,Species,Experience,Hunch,Glance,Apaja,Familiar,Delicious,Protect,Parents,Grandparents,OtherRelatives,Books,Internet,Course,Other,FunHobby,Food,ResearchOrScience,Relax,NatureExperience,Exercise,SocialActivity,SpeciesPicture1,SpeciesPicture2,Heuristics,Reported_Heuristics1,Reported_Heuristics2,Reported_Heuristics3
413,43,F,23,4,4,5,4,4,5,4,2,x,,,,,,,x,x,,x,x,x,x,Bolete FunnelChanterelle Chanterelle,Bolete  FunnelChanterelle  Chanterelle,4,Pick Familiar Tell,Pick,Familiar
414,31,F,4,3,2,3,2,2,2,2,5,,,x,x,x,,,x,x,,x,x,x,x,FunnelChanterelle HornOfPlenty GypsyMushroom CurryMilkcap,Agaricus  Coprinus,2,Milk Pick,,
415,63,F,25,5,5,5,4,5,4,2,4,x,,,x,,,,x,x,,x,x,,,Chanterelle FunnelChanterelle HornOfPlenty CurryMilkcap HygrophorusCamarophyllus,Chanterelle,5,Pick Unidentified,Milk,Morel Old
416,55,F,35,3,2,2,2,5,2,2,2,x,,x,,,,,x,x,,x,,,,FunnelChanterelle AlbatrellusOvinus Russula HornOfPlenty,Bolete ,3,Equipment,,Familiar Morel
417,38,F,30,3,4,4,5,5,2,1,4,x,,,,,,,x,x,,x,x,x,,FunnelChanterelle HornOfPlenty Chanterelle Bolete,,3,Pick Alone Separate,,
418,50,F,30,7,4,4,3,4,5,1,3,x,,,x,,,,,x,,x,x,,,Bolete Chanterelle FunnelChanterelle,,3,Pick,,Chanterelle
419,53,M,15,3,4,4,4,5,4,2,3,,,x,x,,,,x,x,,,x,x,,FunnelChanterelle Russula,Chanterelle,4,,,
420,66,M,60,5,5,5,5,5,4,4,4,x,,,,,x,x,x,x,,x,x,,x,FunnelChanterelle Lactarius HygrophorusCamarophyllus AlbatrellusOvinus,Chanterelle  UglyMilkcap,5,One ,Smell Stockings White,Chanterelle Sloped
421,44,F,35,5,4,4,4,4,4,4,4,x,x,x,x,x,,,,,,x,x,,,Agaricus,SlipperyJack,4,,,
422,29,F,23,11,5,3,4,2,2,2,4,,x,,x,x,,,x,x,,x,,x,x,FunnelChanterelle AlbatrellusOvinus,SlipperyJack  Chanterelle,4,Sources Poisonous,White Milk,Kosteus
423,49,F,30,24,5,5,5,2,4,1,4,,,,,,,x,x,x,,x,x,x,x,FunnelChanterelle HornOfPlenty UglyMilkcap LactariusLignyotus Leccinum AlbatrellusOvinus TerracottaHedgehog SweetTooth SlimySpikeCap CurryMilkcap,YellowSwampRussula   GrassGreenRussula   Chanterelle,5,White Milk ,Sponge Bulb Milk,
424,44,F,20,2,4,5,4,5,5,2,4,x,,,,,,,x,x,,x,x,,,FunnelChanterelle Porcini,Chanterelle,5,,Pick,
425,67,F,35,5,4,4,4,4,4,3,2,,,,x,,,,x,,,x,x,x,,FunnelChanterelle HornOfPlenty Bolete,Chanterelle,5,,Smell Milk Terrain,
426,38,F,8,4,5,4,5,5,3,1,2,x,,,x,x,,,x,x,,x,,,,FunnelChanterelle AlbatrellusOvinus,Chanterelle  Armillaria,3,Unidentified,None,
427,45,F,20,2,5,4,4,4,4,2,4,x,,,x,x,x,,x,x,,,x,,x,FunnelChanterelle Lactarius Bolete,Chanterelle  Bolete,5,Pick,,FunnelMoss Chanterelle
428,39,F,35,4,4,4,4,5,5,2,5,x,,,,,,,x,x,,,x,,,Chanterelle FunnelChanterelle HornOfPlenty,Russula ,5,Pick,,
429,56,F,10,5,4,4,4,3,4,2,5,,,,x,x,,,x,,,x,,,x,Bolete FunnelChanterelle HornOfPlenty AlbatrellusOvinus,Chanterelle  Bolete,4,One,Eat,
430,45,F,30,4,4,4,4,5,5,2,2,x,x,x,x,,,,x,,,x,x,x,x,AlbatrellusOvinus HornOfPlenty FlatBulb FunnelChanterelle SweetTooth,Porcini SlipperyJack  Chanterelle  WoollyMilkcap  Russula ,4,,Milk Bulb Stockings,Chanterelle FunnelSpruce Rufous
431,63,F,50,9,4,4,4,4,2,3,3,x,x,,x,,,,x,x,,,x,,,FunnelChanterelle Russula,Bolete,3,Eat,,
432,35,F,10,8,4,4,5,2,2,3,3,,,,,x,,,x,x,x,x,x,x,,Lactarius Russula GypsyMushroom,WoollyMilkcap,4,Eat,Milk,
433,60,F,6,3,2,2,2,5,2,1,2,,,,,,,x,x,x,,x,x,x,,Bolete FunnelChanterelle Chanterelle Hydnum HornOfPlenty AlbatrellusOvinus,Bolete  FunnelChanterelle  Chanterelle  Hydnum  HornOfPlenty AlbatrellusOvinus,5,Pick,Sources,Familiar
434,55,F,36,4,4,5,5,4,4,4,4,,,,x,,x,x,x,x,,x,x,,x,FunnelChanterelle LactariusRufus,Chanterelle  Russula,4,Pick Milk,,FunnelMoss Chanterelle 
435,65,F,40,7,4,3,3,1,3,2,3,,,,x,,x,x,x,x,x,x,x,x,x,GypsyMushroom Lactarius Bolete Russula,,3,Eat Whole Terrain,White Webcap,Familiar Morel Rufous
436,55,F,25,4,4,4,4,5,5,1,5,x,,,x,,,x,x,x,,x,x,x,,Bolete Russula Chanterelle FunnelChanterelle HornOfPlenty GypsyMushroom AlbatrellusOvinus Hygrophoraceae,Lactarius ,5,Eat,Sources Smell,
437,53,F,32,4,5,5,4,4,4,4,2,x,x,,x,x,,,x,x,,x,x,x,,Bolete GypsyMushroom HornOfPlenty Lactarius Russula FunnelChanterelle,Agaricus  Chanterelle  Russula ,4,Lost Pick Sound,Pick,
438,54,M,38,6,4,4,3,4,3,4,4,x,,,,x,,x,x,x,,x,x,x,x,FunnelChanterelle Porcini HornOfPlenty Hydnum Agaricus,Leccinum,5,White,Milk Spot,
439,26,F,16,7,5,5,4,5,2,2,2,x,x,,x,x,,,,x,,x,x,x,,FunnelChanterelle Porcini Russula,Lactarius  Chanterelle  Leccinum,4,Pick Unidentified Milk,BoleteSafe,Mossy
440,57,F,12,5,4,4,4,4,4,2,4,,,,x,x,,x,x,x,,x,x,x,x,FunnelChanterelle,Chanterelle,4,Pick,BoleteSafe,
441,60,F,20,3,1,4,4,5,5,1,5,x,,x,,,,,,x,,x,x,,x,FunnelChanterelle,Chanterelle,5,Pick,,FunnelMoss Chanterelle
442,45,F,7,3,3,4,4,4,3,2,4,x,,,,,,x,x,x,,x,x,,,Porcini FunnelChanterelle AlbatrellusOvinus SweetTooth,Chanterelle   HornOfPlenty,4,Pick Sources,BoleteSafe ,Chanterelle FunnelSpruce
443,52,F,10,2,3,3,3,4,4,4,4,x,,x,x,x,,,x,x,,x,x,,,FunnelChanterelle Bolete,Bolete Chanterelle,5,,,
444,56,F,25,3,5,5,5,5,4,2,5,x,,,,,x,,x,x,,x,x,x,,FunnelChanterelle,Chanterelle,5,Sound Equipment,Pick,
445,51,F,20,5,4,4,4,4,3,1,4,x,,,x,x,,,x,x,,x,x,x,,Bolete CurryMilkcap Russula Cantharellus,Chanterelle ,4,Pick,Milk,Morel Pine
446,35,F,9,5,4,4,4,5,2,2,1,x,x,,x,x,,x,x,x,,x,x,x,x,FunnelChanterelle Chanterelle Bolete Lactarius,Cantharellus  ParasolMushroom ShaggyParasol  HornOfPlenty ,5,Unidentified,Spot ,FunnelMoss Chanterelle Cluster
447,65,M,57,25,1,4,2,1,4,1,4,x,,,x,x,x,,x,x,x,x,x,x,x,Webcap Bolete Russula Polyporaceae Ramaria Hydnum,Russula  Bolete  Polyporaceae Agaricales,4,,,
448,49,Other,20,3,2,4,4,2,4,4,2,x,x,,x,,,,x,x,,x,x,x,x,FunnelChanterelle Porcini Lactarius,,4,Pick Familiar Equipment Alone,,
449,40,F,20,5,2,4,2,5,4,1,2,x,,,x,x,,,x,x,,x,x,x,,FunnelChanterelle Porcini,Chanterelle  Agaricus,4,Pick Senses,Milk,
450,46,F,27,6,5,4,4,4,4,2,5,,x,,,,,,x,x,,x,x,x,,FunnelChanterelle HornOfPlenty AlbatrellusOvinus Lactarius,Chanterelle,4,Eat,Milk White ,FunnelMoss Old Chanterelle Morel Path
451,58,M,50,3,4,5,5,4,4,4,4,x,,,x,,,,x,x,,x,x,x,,Chanterelle FunnelChanterelle HornOfPlenty AlbatrellusOvinus Porcini ,,4,Knife,,
452,48,F,35,4,4,4,4,5,4,1,4,x,,,,,,x,x,x,,,x,x,,Bolete AlbatrellusOvinus,Chanterelle,1,,,
453,61,F,40,3,4,4,4,4,5,2,2,x,,,,,,,x,x,,x,x,x,,FunnelChanterelle,Chanterelle,4,Pick,Pick Poisonous,Familiar
454,56,F,15,2,4,3,2,4,4,4,4,,,,x,,x,x,x,x,,x,x,x,,Bolete,Lactarius,4,Pick Milk Sources,Milk Sponge,Pine
455,39,M,3,3,1,4,3,5,5,5,4,,,,x,,,,x,x,,x,x,x,x,,,5,Pick Separate,,
456,29,F,10,6,2,4,4,5,4,4,2,x,,,x,x,,x,x,x,,x,x,,,FunnelChanterelle LactariusRufus CurryMilkcap Porcini FlatBulb BayBolete,Agaricus ParasolMushroom SlipperyJack ,2,Eat Separate Whole One,,
457,68,M,50,4,4,4,4,2,4,4,2,x,,x,,,,,,x,,,x,,,Bolete Russula,Chanterelle,5,Pick,Sources,
458,46,F,12,1,3,4,4,4,2,4,3,x,,,x,x,,x,x,,,x,,,,FunnelChanterelle Lactarius Bolete AlbatrellusOvinus SlimySpikeCap,Chanterelle,3,Pick,Pick,FunnelSpruce
459,58,F,53,10,5,5,4,2,3,2,4,x,,,x,,x,,x,x,,,x,x,,AlbatrellusOvinus, OrangeBirchBolete,2,Alone Knife Equipment,None Milk Pick,
460,34,F,3,2,2,4,2,2,4,4,3,x,,x,,x,,,x,x,,x,x,x,x,FunnelChanterelle HornOfPlenty,Chanterelle,5,Equipment Pick,Pick,
461,67,F,42,5,4,2,2,4,1,1,4,x,,,x,,,,x,x,,x,x,x,,FunnelChanterelle HornOfPlenty Chanterelle,Chanterelle,4,,Milk,Kosteus Mossy
462,47,F,1,3,1,2,2,5,4,1,2,,,x,x,x,x,x,x,x,,x,x,x,x,FunnelChanterelle YellowStagshorn SlimySpikeCap Bolete Chanterelle HypholomaCapnoides,Russula Bolete WoollyMilkcap Porcini  FalseChanterelle,4,Pick Separate Whole ,White Milk Sponge,FunnelSpruce Morel
463,68,F,50,5,5,5,4,2,3,2,2,x,,x,x,,x,,x,x,,x,x,x,x,FunnelChanterelle AlbatrellusOvinus,GrassGreenRussula ,4,Separate Unidentified,,FunnelMoss FunnelSpruce FunnelSlope Chanterelle Pine
464,49,F,10,3,2,4,2,5,3,2,4,,,,x,x,,,x,x,,x,x,,,FunnelChanterelle HornOfPlenty,Chanterelle,2,Sources Pick,Webcap,FunnelSpruce
465,52,F,6,3,2,4,2,4,4,5,5,,,,,,,x,x,,,x,x,x,,FunnelChanterelle LactariusRufus Russula,Chanterelle,5,Equipment Sources,Sources,Familiar
466,29,Other,4,3,3,2,2,5,4,3,3,,,,x,,x,,,x,,,x,,,Russula LactariusRufus,Bolete,3,Pick Unidentified,,Cluster
467,47,F,15,4,4,4,4,2,4,2,4,x,x,,x,,,,x,x,,x,x,x,,FunnelChanterelle Chanterelle HornOfPlenty Webcap LactariusTrivialis,Amanita  Porcini ,3,Sources Eat Poisonous,,Path Old Mossy Spruces
468,59,F,50,5,5,4,4,4,4,2,4,x,,,,,,,x,,,x,x,x,x,Bolete FunnelChanterelle,Russula Chanterelle,4,White Pick,,FunnelMoss FunnelSlope
469,46,F,4,3,3,4,4,4,2,2,2,x,,,x,x,,,x,x,,x,,x,,FunnelChanterelle,HornOfPlenty Chanterelle,4,Pick,Smell,
470,73,M,40,6,4,4,5,2,4,2,3,x,,,x,,,,x,x,,x,,x,,Russula Bolete Lactarius,Lactarius  Russula  Chanterelle,4,Pick,Webcap,Chanterelle Morel Rufous
471,28,F,5,4,3,2,4,4,3,2,3,x,,,x,x,,,x,x,,x,x,x,,AlbatrellusOvinus FunnelChanterelle Bolete,Chanterelle,4,Pick,Milk,Familiar
472,35,F,3,3,2,4,4,4,4,4,4,,,,,x,,,x,x,,x,x,x,,Bolete Lactarius FunnelChanterelle,Chanterelle ,5,Pick White,Milk,Chanterelle
473,57,M,44,7,5,5,5,4,3,4,5,x,,,x,,,,x,x,,,,x,,Russula Lactarius,Chanterelle,3,,,Chanterelle FunnelSlope FunnelSpruce
474,47,F,25,10,4,3,2,5,4,2,4,x,,,x,,,,x,x,,,x,,,Lactarius Cantharellus Bolete Russula,Cantharellus Bolete,3,Pick White Clean,White,
475,58,F,35,5,5,5,5,4,2,2,2,,,,x,,x,,x,x,,,x,x,,GypsyMushroom SweetTooth Russula HygrophorusCamarophyllus FunnelChanterelle,Russula  Chanterelle  AlbatrellusOvinus,3,Whole Pick Unidentified,White Webcap,Mossy
476,58,F,20,15,4,4,4,2,2,1,1,,,,,,,x,x,x,,x,,,,Russula Bolete FunnelChanterelle Lactarius,,4,,Milk,Old Chanterelle Pine Morel Rufous
477,50,F,23,3,4,4,4,5,2,5,5,x,,,,,,,x,x,,x,x,x,,FunnelChanterelle HeraldOfTheWinter,Chanterelle  Bolete,5,Pick Lost,One,
478,39,M,9,2,2,4,3,5,4,4,4,,,x,x,,,,,x,,,x,,,FunnelChanterelle,Chanterelle,5,Pick,Pick,
479,28,F,3,3,2,4,2,5,5,2,4,x,,,,x,,x,x,x,,x,x,,x,WoollyMilkcap Russula,,4,Pick,None Sources,Familiar
480,57,F,30,4,5,3,4,2,5,2,3,,,,x,,,,x,x,,x,x,x,,Bolete,Agaricus  ParasolMushroom,4,Equipment Lost,White,
481,40,F,15,5,4,4,4,4,2,2,1,x,,,,,,x,x,,,x,x,,,FunnelChanterelle HornOfPlenty Bolete GypsyMushroom,Bolete,3,Pick,Sponge Milk,Kosteus Morel
482,47,F,10,7,4,5,4,4,2,4,1,,,,,,,x,,,,x,x,x,,Lactarius LactariusRufus FunnelChanterelle Chanterelle,Chanterelle,4,Pick,,
483,36,F,26,4,4,5,4,5,4,4,5,x,,,,,,,x,x,,x,x,,,FunnelChanterelle HornOfPlenty AlbatrellusOvinus Bolete SlimySpikeCap Lactarius Chanterelle,Chanterelle  Russula  Bolete,5,Pick,White,Mossy
484,56,F,30,4,4,4,3,5,3,1,2,,,,x,x,,x,x,x,,x,x,,,FunnelChanterelle Chanterelle HornOfPlenty Hydnum AlbatrellusOvinus HygrophorusCamarophyllus LactariusRufus CurryMilkcap,Bolete   Chanterelle,5,White Milk,,Chanterelle
485,61,F,2,2,1,4,1,5,4,1,3,,,,x,x,x,,x,x,,x,x,,,Porcini Chanterelle, Chanterelle,4,,,
486,56,M,48,10,5,4,4,2,4,1,4,x,,,x,,x,,x,x,x,x,x,x,,Russula Bolete Lactarius FunnelChanterelle Aphyllophorales,Bolete  Russula Lactarius   Chanterelle,2,Poisonous Separate Pick Equipment Knife Lost ,None,
487,43,F,30,5,4,4,3,4,4,2,3,x,,,x,,,,x,x,,x,,x,,FunnelChanterelle AlbatrellusOvinus,Chanterelle,3,Pick,Milk,Mossy
488,46,Other,16,7,5,4,5,2,4,1,1,x,,,x,,,x,x,x,,x,x,x,,Russula RussulaPaludosa RussulaDecolorans AlbatrellusOvinus Lactarius CurryMilkcap BirchMilkcap LactariusAurantiacus Chanterelle FunnelChanterelle GypsyMushroom SweetTooth Bolete LeccinumPiceinum Porcini,WoollyMilkcap  Leccinum  Chanterelle  GrassGreenRussula  YellowSwampRussula,5,Tell Equipment Knife Pick Clean Lost,Poisonous None ,Morel
489,29,F,20,4,4,4,3,5,3,1,4,x,x,,x,,,,x,x,,x,,,,FunnelChanterelle HornOfPlenty Bolete,Chanterelle  OrangeBirchBolete,4,Pick,Red,
490,42,F,24,4,4,5,5,5,3,2,4,x,,,x,x,,,x,x,,x,x,x,,LactariusRufus GypsyMushroom Bolete Hydnum,Chanterelle  Russula,3,Pick Unidentified,Milk,
491,55,F,12,5,4,3,4,2,4,2,2,x,,,,,,,x,x,,,x,,x,Lactarius,Lactarius,5,Milk,Milk,
492,70,F,45,4,5,4,5,5,4,4,3,x,,x,x,x,x,,x,x,,x,x,x,x,FunnelChanterelle Lactarius,Lactarius   Chanterelle,4,Milk BoleteSafe,,Rufous
493,62,F,47,5,5,5,5,4,4,2,4,x,x,x,,,,,x,x,,x,x,x,,Porcini LactariusTrivialis LactariusRufus FunnelChanterelle Russula,Chanterelle  Russula  Leccinum   GypsyMushroom,4,Pick,Milk BoleteSafe,
494,67,F,40,5,5,5,4,5,5,2,5,,,,x,,,,x,x,,x,x,x,,SweetTooth Russula FunnelChanterelle LactariusRufus AlbatrellusOvinus GypsyMushroom,GrassGreenRussula  YellowSwampRussula  WoollyMilkcap  Chanterelle,5,Pick Unidentified,Pick None,Morel
495,59,F,20,3,4,4,4,1,4,2,1,,,,,,,x,x,x,,,,x,,Bolete Lactarius,Chanterelle WoollyMilkcap,3,Pick,,Familiar
496,30,F,4,4,2,4,2,5,2,1,4,x,,,x,x,,x,x,x,,x,x,x,x,AlbatrellusOvinus GypsyMushroom Russula HygrophorusCamarophyllus FunnelChanterelle,Chanterelle  GrassGreenRussula  ShaggyInkCap  Bolete,4,Pick One Sources,Bulb Milk,Old Kosteus
497,36,F,10,4,4,4,4,5,2,2,5,x,x,,x,,,,x,,,,,,,FunnelChanterelle AlbatrellusOvinus Russula HornOfPlenty Porcini SlimySpikeCap,Chanterelle  Leccinum,4,Pick Clean  Whole,BoleteSafe,Sloped Chanterelle Pine
498,53,M,42,4,4,5,5,4,4,1,4,x,,,,,,,,x,,x,,x,,Russula FunnelChanterelle,Chanterelle ,4,Pick,,
499,38,F,6,3,4,5,5,5,4,4,4,x,,,x,x,,,x,x,,x,x,,x,Bolete,Chanterelle,4,White,Terrain,
500,42,F,30,4,5,4,5,4,4,2,1,x,,,,,,,x,x,,x,x,x,,FunnelChanterelle Lactarius,Russula  Chanterelle,4,Pick,,Sloped
501,76,M,68,10,5,5,4,2,3,1,3,x,,,,,,,x,x,,x,,,x,AlbatrellusOvinus Hydnum,Russula,3,Pick Separate ,,Path
502,31,F,6,4,4,4,4,5,4,2,4,x,,,,,,,x,x,,x,x,,,FunnelChanterelle AlbatrellusOvinus HornOfPlenty CurryMilkcap,Chanterelle  Bolete Lactarius,4,Eat Familiar,Poisonous Eat Sources,
503,57,F,20,5,4,2,4,5,3,1,4,x,,,x,,x,,x,x,,x,x,x,,FunnelChanterelle SurpriseWebcap BloodRedWebcap LactariusTrivialis Chanterelle Russula Bolete,Chanterelle  Bolete  Russula,4,Milk,Sources Smell,Familiar
504,63,F,40,5,5,4,3,2,4,1,5,x,,,,,x,,x,,,,x,,,FunnelChanterelle Lactarius,Bolete  Russula  Chanterelle  HornOfPlenty,4,Equipment,Eat Sources,
505,36,F,4,8,4,4,4,4,2,1,2,x,,,,,,,x,x,,x,x,,x,FunnelChanterelle BloodRedWebcap AlbatrellusOvinus Porcini HornOfPlenty,Chanterelle  Leccinum  WoollyMilkcap,4,Pick Separate,Pick,FunnelSpruce Old Chanterelle
506,54,F,4,3,1,2,2,1,4,2,1,x,,,,,,,x,x,,x,x,x,x,FunnelChanterelle,Chanterelle,3,Lost,Red Pick,
507,50,M,43,3,4,4,4,5,1,2,4,x,x,,x,,,,x,x,,x,x,x,x,AlbatrellusOvinus Lactarius FunnelChanterelle Chanterelle Bolete,Chanterelle Russula,4,Pick Poisonous One ,Milk Smell ,Old Chanterelle Pine kosteus Morel
508,58,F,52,6,4,3,4,5,3,2,4,x,,x,x,,x,,x,x,,x,x,x,,HornOfPlenty AlbatrellusOvinus FunnelChanterelle,Chanterelle,5,Pick,Milk Smell White,Familiar
509,53,F,33,25,5,4,4,4,2,1,1,,x,,x,x,x,x,x,x,x,x,x,x,x,WitchesCauldron Polyporaceae StrobilurusEsculentus,Chanterelle,1,,,
510,61,F,42,4,5,4,4,5,4,1,2,x,,,x,,,,,x,,x,x,x,,Porcini FunnelChanterelle HypholomaCapnoides,WoollyMilkcap,4,Pick,Terrain,
511,36,F,8,6,4,4,4,5,4,2,4,,,x,x,,,,x,x,,x,x,x,x,Lactarius Bolete Hydnum HornOfPlenty FunnelChanterelle,Chanterelle  Bolete,5,White  ,BoleteSafe Pick,
512,39,F,30,6,5,3,4,5,4,1,1,x,,,x,,,,x,x,,x,x,x,x,FunnelChanterelle Porcini BrownSlimecap,OrangeBirchBolete  Chanterelle,4,Sound Lost,,FunnelMoss FunnelSpruce Chanterelle
513,60,F,25,5,4,4,4,4,5,2,2,,,,x,,,,x,x,,x,,,,Chanterelle FunnelChanterelle Bolete Lactarius Hydnum GypsyMushroom,Russula  CommonPuffball  Chanterelle Coprinus ,4,Pick Separate,,
514,61,F,30,7,4,5,5,4,5,4,5,x,,,,,,,x,x,,x,x,x,,FunnelChanterelle Chanterelle HornOfPlenty,ParasolMushroom,4,Pick,None,Sloped
515,57,F,40,4,4,4,4,5,5,2,2,x,,x,x,,,,,x,,,x,,,HornOfPlenty Russula AlbatrellusOvinus,ParasolMushroom  Agaricus  Chanterelle  WoollyMilkcap ,4,Eat Senses,Milk Poisonous,Chanterelle
516,46,F,7,4,2,4,4,1,2,1,3,,,,x,x,x,x,x,x,,x,x,,,HornOfPlenty Chanterelle Bolete Hydnum GypsyMushroom FunnelChanterelle,Agaricus,2,,Stockings ,
517,68,M,40,5,4,4,4,5,4,2,4,x,,,,,x,,,x,,,x,x,,FunnelChanterelle Russula Lactarius,,2,,Pick,
518,55,F,45,6,5,5,4,5,4,1,5,x,,,,,,,x,x,,,x,,x,Bolete FunnelChanterelle Russula Lactarius,Russula  Leccinum,5,Pick Sources Milk,Pick Sources Milk,Familiar
519,33,F,5,3,3,4,3,5,4,3,5,,x,,,,,,x,x,,,x,,,Chanterelle CurryMilkcap FunnelChanterelle,JerseyCowMushroom Agaricus ,4,Milk,Milk,
520,51,F,10,5,3,4,2,4,5,2,2,,,,x,x,,,x,x,,x,x,x,x,FunnelChanterelle Bolete,,4,Pick,Milk,Familiar
521,55,F,15,2,4,3,4,5,2,2,4,,,,x,x,,,x,x,,x,,x,,FunnelChanterelle,Chanterelle,4,Pick One,,
522,65,F,50,5,5,5,4,5,4,1,5,x,x,,x,,x,,x,x,x,x,x,x,x,FunnelChanterelle Hydnum Lactarius Bolete,Chanterelle,4,,,
523,39,F,20,4,4,4,4,2,4,2,3,x,,x,x,x,,,x,x,,x,x,x,x,FunnelChanterelle Chanterelle,Chanterelle,4,,Milk Stockings,Morel
524,63,F,50,3,4,4,4,5,4,4,1,x,,,x,,,,x,x,,x,x,,,Lactarius FunnelChanterelle HygrophorusCamarophyllus BloodRedWebcap,Chanterelle ,4,Pick ,White Sources,Familiar Cluster
525,68,F,50,5,4,4,4,4,4,1,1,x,,,x,,,,x,x,,x,x,,,FunnelChanterelle Bolete,Chanterelle,4,Pick Clean,Sources,
526,36,M,36,3,4,4,3,2,4,4,3,x,x,x,x,,,,x,,,x,x,x,,Chanterelle Bolete,,3,Pick,Pick,
527,62,F,59,10,5,3,2,5,1,1,4,x,,,,x,x,x,x,x,x,,x,,,Russula Lactarius Bolete LyophyllumFumosum,Chanterelle   Lactarius Bolete,4,Poisonous,Milk,
528,81,M,55,2,5,5,5,4,5,4,4,x,,,,,x,,,,,,x,x,,FunnelChanterelle,,5,Pick,,
529,56,F,36,5,5,4,4,4,2,2,1,x,,x,,,x,,x,x,,x,x,,,LactariusRufus Leccinum FunnelChanterelle HypholomaCapnoides HygrophorusCamarophyllus,,4,Pick,Poisonous,
530,43,F,15,3,4,4,4,5,5,4,2,,,,x,x,,,,x,,x,x,,,Chanterelle FunnelChanterelle AlbatrellusOvinus Bolete GyromitraEsculenta,Bolete GyromitraEsculenta,4,Pick,Pick Lookalike,Morel FunnelMoss
531,60,F,38,10,4,4,4,1,2,1,2,x,,x,x,,,,x,x,,x,x,,,FunnelChanterelle HygrophorusCamarophyllus HornOfPlenty SaffronMilkcap,Agaricus  ShaggyInkCap,5,Pick,Webcap Pick,
532,33,F,15,2,5,5,4,4,4,2,4,x,x,,x,x,x,,x,x,,x,x,,,AlbatrellusOvinus HornOfPlenty Hydnum Lactarius Cantharellus,Agaricus Chanterelle Morel Russula Coprinus,3,Equipment Lost,White Milk,
533,40,F,25,3,4,4,4,5,4,4,3,x,,,x,,,,x,x,,x,,x,x,HornOfPlenty FunnelChanterelle,Chanterelle  LactariusTrivialis,4,Equipment Lost,Red White,Chanterelle
534,37,F,12,3,5,4,4,4,4,5,3,,,x,x,x,,,,x,,x,x,,x,Bolete Chanterelle,,1,,,
535,55,F,49,49,5,5,5,5,5,1,1,x,,,,,,,x,x,,x,x,x,x,FunnelChanterelle LactariusRufus,Leccinum   Porcini,3,,Milk,
536,42,F,7,4,3,2,4,1,2,1,2,,x,,x,,,,,x,,x,x,,,FunnelChanterelle,Chanterelle,4,Eat,,
537,35,F,32,2,4,5,4,5,5,2,5,x,x,,,,,,x,x,,x,x,,,Chanterelle FunnelChanterelle ,,4,Pick,Milk Smell,Scent
538,55,F,5,3,3,5,4,5,4,4,3,,,x,,x,,,x,x,,x,,x,,Chanterelle,Bolete,4,Pick,,Chanterelle
539,62,M,28,2,4,4,4,2,2,4,2,x,,,x,,,,x,x,,x,x,x,,,,5,Pick,Pick,Old
540,56,F,25,5,4,5,4,5,4,4,2,,,,,,,,x,x,,x,x,x,x,Bolete Chanterelle FunnelChanterelle LactariusRufus,Chanterelle Bolete,4,Pick Separate,Pick Smell Sources,Familiar
541,64,F,35,4,4,4,4,4,5,2,3,,,,,,,x,x,x,,,x,,,FunnelChanterelle,Chanterelle ,2,Pick,,Morel
542,22,F,19,3,4,5,4,5,4,3,3,x,x,x,x,x,,,x,x,,x,x,x,x,FunnelChanterelle HornOfPlenty AlbatrellusOvinus LactariusTrivialis Chanterelle,ParasolMushroom Chanterelle,4,Pick Separate Equipment Knife,Sources Smell Pick Lookalike,Familiar
543,52,F,5,3,4,4,4,4,4,2,4,x,x,,x,,,x,x,,,x,x,,,Chanterelle FunnelChanterelle Lactarius Bolete,Chanterelle  Bolete,4,Pick Sources Sound,White Spot Sponge BoleteSafe Milk,FunnelMoss Path Chanterelle Morel Familiar
544,40,F,10,2,2,4,4,5,5,2,4,x,,,x,,,,x,x,,x,x,,x,FunnelChanterelle,Chanterelle,4,Pick,,
545,59,F,10,3,2,4,2,5,4,2,3,,,x,,,,,,x,,,,,,FunnelChanterelle,Chanterelle,3,Pick,,Familiar Morel
546,73,F,45,8,5,4,4,4,4,4,5,x,,,x,,,,,x,,x,x,x,,Chanterelle FunnelChanterelle Porcini,Lactarius  Bolete,4,Pick Equipment,Pick Milk,FunnelSpruce Chanterelle
547,37,F,7,3,2,4,4,4,4,4,2,x,,,x,,,,x,x,,,x,,,FunnelChanterelle Porcini HornOfPlenty LactariusRufus AlbatrellusOvinus,,2,Pick,Milk BoleteSafe,
548,61,F,15,4,2,5,4,5,1,2,1,x,,,x,x,,,x,x,,x,x,x,,AlbatrellusOvinus Hydnum FunnelChanterelle HornOfPlenty Bolete,,5,Tell Equipment Lost,Terrain Lookalike ,Path
549,52,F,42,4,2,4,4,4,4,1,1,x,,,x,,,,x,x,,x,x,x,,Bolete AlbatrellusOvinus Chanterelle,Bolete,4,Pick,Poisonous,FunnelSlope
550,60,F,55,5,5,4,4,5,3,2,2,x,x,x,x,,,,x,x,x,x,x,x,,HygrophorusCamarophyllus FunnelChanterelle Bolete Porcini BayBolete,Chanterelle FalseSaffronMilkcap,4,,Milk Bulb,
551,37,F,7,3,2,4,2,2,3,4,1,,,x,,,,,x,x,,,x,,,FunnelChanterelle WoollyMilkcap,Chanterelle,4,Pick,Sponge Milk,
